titulo,endereco,preco,area,quartos,banheiros,vagas,bairro,latitude,longitude
Apartamento em Olarias,"Av. Vicente Machado, 2622 - Olarias",135718,94,3,2,1,Olarias,-25.098362411852168,-50.13808955536643
Apartamento em Santa Paula,"Rua Balduino Taques, 2361 - Santa Paula",161846,47,2,1,0,Santa Paula,-25.133530591426684,-50.17480047062044
Apartamento em Contorno,"Av. Carlos Cavalcanti, 1405 - Contorno",91488,81,2,2,1,Contorno,-25.12040429685015,-50.2026167819583
Apartamento em Estrela,"Rua Paula Xavier, 1966 - Estrela",325004,96,3,2,1,Estrela,-25.106061990466696,-50.150800344019835
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 2024 - Nova Russia",55100,45,1,1,0,Nova Russia,-25.082090716949953,-50.181849440150984
Apartamento em Uvaranas,"Rua Comendador Miró, 229 - Uvaranas",137730,55,2,1,1,Uvaranas,-25.084751798768327,-50.132619311088135
Apartamento em Jardim Carvalho,"Rua do Rosario, 1254 - Jardim Carvalho",497363,115,4,2,2,Jardim Carvalho,-25.078508774928483,-50.153765145139474
Apartamento em Uvaranas,"Rua Balduino Taques, 2295 - Uvaranas",85586,52,2,1,1,Uvaranas,-25.083427175711318,-50.13488657875442
Apartamento em Vila Estrela,"Rua do Rosario, 934 - Vila Estrela",569848,110,3,2,2,Vila Estrela,-25.103615322806263,-50.15646485573433
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1227 - Jardim Sabara",116633,38,1,1,0,Jardim Sabara,-25.04896754951598,-50.1768559046966
Apartamento em Vila Estrela,"Rua Balduino Taques, 2507 - Vila Estrela",404824,150,5,3,2,Vila Estrela,-25.105232334186926,-50.14470281740151
Apartamento em Nova Russia,"Av. Vicente Machado, 2572 - Nova Russia",118931,43,1,1,0,Nova Russia,-25.079215494656196,-50.177400981251914
Apartamento em Orfãs,"Rua Balduino Taques, 653 - Orfãs",348529,69,2,1,1,Orfãs,-25.068915162906602,-50.16531968166963
Apartamento em Ronda,"Rua Balduino Taques, 651 - Ronda",189389,55,3,1,1,Ronda,-25.10174597325677,-50.1852608669784
Apartamento em Centro,"Rua do Rosario, 1934 - Centro",1464493,181,5,3,2,Centro,-25.08827557282026,-50.16406315048467
Apartamento em Contorno,"Rua Paula Xavier, 2905 - Contorno",167960,73,3,2,1,Contorno,-25.11168155059193,-50.20038109800323
Apartamento em Contorno,"Av. Carlos Cavalcanti, 301 - Contorno",247336,82,2,2,1,Contorno,-25.122460658611207,-50.20434697554607
Apartamento em Ronda,"Rua Comendador Miró, 2425 - Ronda",115780,67,2,1,1,Ronda,-25.101134645942444,-50.183868833340775
Apartamento em Orfãs,"Rua do Rosario, 930 - Orfãs",177778,39,1,1,0,Orfãs,-25.065395968645575,-50.17269023189584
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 302 - Jardim Carvalho",125779,39,1,1,0,Jardim Carvalho,-25.075129533624267,-50.160035055842286
Apartamento em Oficinas,"Rua Paula Xavier, 2447 - Oficinas",264908,82,3,2,1,Oficinas,-25.11550858238367,-50.14528235205291
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2830 - Contorno",203603,55,2,1,1,Contorno,-25.118830273595727,-50.200355073140216
Apartamento em Contorno,"Rua Paula Xavier, 2059 - Contorno",136904,36,1,1,0,Contorno,-25.123291849985385,-50.197183395472436
Apartamento em Olarias,"Rua Balduino Taques, 2459 - Olarias",60276,53,2,1,1,Olarias,-25.100692130601935,-50.14589055921304
Apartamento em Oficinas,"Rua Comendador Miró, 1330 - Oficinas",256348,66,2,1,1,Oficinas,-25.111517060322292,-50.138794097554
Apartamento em Boa Vista,"Av. Vicente Machado, 2771 - Boa Vista",44840,53,3,1,1,Boa Vista,-25.05817255590864,-50.16060036033767
Apartamento em Centro,"Rua Comendador Miró, 1113 - Centro",356065,117,3,2,2,Centro,-25.090913089472295,-50.16902559242661
Apartamento em Oficinas,"Av. Vicente Machado, 1937 - Oficinas",193329,50,2,1,1,Oficinas,-25.11951985803684,-50.14061276850111
Apartamento em Jardim Sabara,"Rua Paula Xavier, 753 - Jardim Sabara",81467,39,1,1,0,Jardim Sabara,-25.046976691050897,-50.177262795412716
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 383 - Vila Estrela",642683,131,3,3,2,Vila Estrela,-25.110522690602206,-50.150880620898015
Apartamento em Santa Paula,"Rua Paula Xavier, 1325 - Santa Paula",107819,63,2,1,1,Santa Paula,-25.135301266262925,-50.18537619331846
Apartamento em Nova Russia,"Rua Paula Xavier, 1696 - Nova Russia",89259,43,1,1,0,Nova Russia,-25.074437066043437,-50.180783515351436
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2263 - Santa Paula",96575,40,1,1,0,Santa Paula,-25.126804515583395,-50.182432950892824
Apartamento em Oficinas,"Rua Paula Xavier, 1043 - Oficinas",135532,46,1,1,0,Oficinas,-25.11805857935037,-50.15459255443287
Apartamento em Neves,"Av. Carlos Cavalcanti, 2117 - Neves",223947,55,3,1,1,Neves,-25.05113615545583,-50.140021352681146
Apartamento em Centro,"Rua do Rosario, 1902 - Centro",387140,98,3,2,1,Centro,-25.09191918369032,-50.17010323228622
Apartamento em Vila Estrela,"Rua do Rosario, 1491 - Vila Estrela",396183,82,3,2,1,Vila Estrela,-25.11170616945128,-50.15286833962134
Apartamento em Santa Paula,"Rua Balduino Taques, 843 - Santa Paula",203410,68,2,1,1,Santa Paula,-25.135433285346377,-50.182848836545084
Apartamento em Boa Vista,"Rua Paula Xavier, 1804 - Boa Vista",93401,45,1,1,0,Boa Vista,-25.064616908761792,-50.16097141227615
Apartamento em Santa Paula,"Rua Comendador Miró, 2503 - Santa Paula",68398,30,2,1,0,Santa Paula,-25.133128726571496,-50.18056949602905
Apartamento em Ronda,"Rua Paula Xavier, 2266 - Ronda",105603,82,2,2,1,Ronda,-25.099506776076947,-50.18683413239239
Apartamento em Centro,"Rua Balduino Taques, 930 - Centro",604863,81,2,2,1,Centro,-25.095360747058184,-50.16622114054872
Apartamento em Nova Russia,"Rua Balduino Taques, 2663 - Nova Russia",174713,59,2,1,1,Nova Russia,-25.082772897745578,-50.1844380162914
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 1205 - Jardim Carvalho",1346564,140,3,3,2,Jardim Carvalho,-25.074342105430496,-50.15445773684813
Apartamento em Jardim Sabara,"Av. Carlos Cavalcanti, 1986 - Jardim Sabara",95906,40,1,1,0,Jardim Sabara,-25.03999171867183,-50.1812057091036
Apartamento em Santa Paula,"Rua do Rosario, 602 - Santa Paula",70460,58,2,1,1,Santa Paula,-25.13076741767737,-50.18391095881692
Apartamento em Jardim America,"Rua do Rosario, 2091 - Jardim America",66322,35,2,1,0,Jardim America,-25.108222489148293,-50.14191654338267
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1709 - Jardim Carvalho",233748,58,2,1,1,Jardim Carvalho,-25.07442379129752,-50.15715868980567
Apartamento em Neves,"Rua do Rosario, 1104 - Neves",273329,71,2,2,1,Neves,-25.05013721489067,-50.13745239939405
Apartamento em Centro,"Rua do Rosario, 2385 - Centro",808062,162,5,3,2,Centro,-25.09292424234452,-50.164876102552746
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2216 - Santa Paula",107599,42,1,1,0,Santa Paula,-25.13149978007908,-50.18237135054258
Apartamento em Santa Paula,"Rua do Rosario, 2235 - Santa Paula",237983,64,2,1,1,Santa Paula,-25.13442943666615,-50.17865713813718
Apartamento em Jardim America,"Rua Paula Xavier, 782 - Jardim America",85180,51,2,1,1,Jardim America,-25.110945272421027,-50.13539233599069
Apartamento em Ronda,"Av. Vicente Machado, 1692 - Ronda",64782,36,1,1,0,Ronda,-25.097512617841645,-50.188638283366195
Apartamento em Oficinas,"Av. Carlos Cavalcanti, 2898 - Oficinas",522288,118,3,2,2,Oficinas,-25.114498004420668,-50.13917416671
Apartamento em Jardim America,"Rua Comendador Miró, 2680 - Jardim America",88393,64,2,1,1,Jardim America,-25.110377995486772,-50.13404475660919
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 527 - Jardim Carvalho",297778,74,2,2,1,Jardim Carvalho,-25.075000485059686,-50.15724313385884
Apartamento em Jardim Sabara,"Rua Paula Xavier, 421 - Jardim Sabara",85095,42,1,1,0,Jardim Sabara,-25.048345374184468,-50.170147193047754
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 72 - Santo Antonio",106630,42,2,1,0,Santo Antonio,-25.063694091962365,-50.12286897876672
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 642 - Jardim Carvalho",475700,88,2,2,1,Jardim Carvalho,-25.0728423339828,-50.152007504031054
Apartamento em Uvaranas,"Rua Paula Xavier, 1396 - Uvaranas",94662,41,1,1,0,Uvaranas,-25.08762931734964,-50.13303115543747
Apartamento em Jardim America,"Rua Paula Xavier, 2772 - Jardim America",138623,68,2,1,1,Jardim America,-25.10806481105615,-50.136454317601974
Apartamento em Olarias,"Rua Paula Xavier, 2577 - Olarias",116029,40,1,1,0,Olarias,-25.10285516612564,-50.13825936774448
Apartamento em Santa Paula,"Rua Balduino Taques, 2539 - Santa Paula",175403,68,2,1,1,Santa Paula,-25.132766362401064,-50.180461447071536
Apartamento em Uvaranas,"Rua Comendador Miró, 1187 - Uvaranas",74526,64,2,1,1,Uvaranas,-25.083514407029252,-50.1228605355424
Apartamento em Ronda,"Av. Carlos Cavalcanti, 413 - Ronda",126073,64,2,1,1,Ronda,-25.094759810914972,-50.18239346418108
Apartamento em Nova Russia,"Rua Comendador Miró, 1236 - Nova Russia",58571,31,1,1,0,Nova Russia,-25.07951015333869,-50.182030352234726
Apartamento em Centro,"Rua Balduino Taques, 1211 - Centro",232840,91,4,2,1,Centro,-25.09132268556075,-50.167624441352146
Apartamento em Chapada,"Av. Vicente Machado, 1010 - Chapada",111018,41,1,1,0,Chapada,-25.038062335740815,-50.16732892610477
Apartamento em Jardim Sabara,"Rua Comendador Miró, 747 - Jardim Sabara",99358,33,1,1,0,Jardim Sabara,-25.04416931599735,-50.17891108622127
Apartamento em Estrela,"Rua do Rosario, 1576 - Estrela",157960,46,2,1,0,Estrela,-25.101401365869684,-50.15215083791754
Apartamento em Ronda,"Rua do Rosario, 596 - Ronda",108819,55,2,1,1,Ronda,-25.104104350719243,-50.186431055065746
Apartamento em Ronda,"Rua Paula Xavier, 1892 - Ronda",86960,48,1,1,0,Ronda,-25.09890295791655,-50.18177791641974
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1188 - Boa Vista",148726,45,1,1,0,Boa Vista,-25.05571176964279,-50.16335915103479
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1425 - Olarias",120405,38,2,1,0,Olarias,-25.09746346936996,-50.141091086890505
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2837 - Contorno",245602,84,2,2,1,Contorno,-25.119778003926275,-50.20047560326782
Apartamento em Boa Vista,"Rua Paula Xavier, 825 - Boa Vista",21952,42,1,1,0,Boa Vista,-25.062135049779165,-50.158710031634854
Apartamento em Jardim America,"Rua Balduino Taques, 981 - Jardim America",151044,51,2,1,1,Jardim America,-25.10717982207026,-50.135539395020075
Apartamento em Jardim America,"Rua do Rosario, 1221 - Jardim America",125861,45,1,1,0,Jardim America,-25.1088996774672,-50.13901008595398
Apartamento em Contorno,"Rua Comendador Miró, 1631 - Contorno",133602,52,3,1,1,Contorno,-25.12417717887847,-50.199331731492656
Apartamento em Boa Vista,"Rua Comendador Miró, 210 - Boa Vista",199185,58,3,1,1,Boa Vista,-25.06299835461492,-50.16525128654223
Apartamento em Santa Paula,"Rua Paula Xavier, 952 - Santa Paula",132963,48,1,1,0,Santa Paula,-25.133035983207776,-50.177723382077666
Apartamento em Chapada,"Av. Vicente Machado, 2553 - Chapada",99166,47,1,1,0,Chapada,-25.041129132417044,-50.17217339118585
Apartamento em Boa Vista,"Rua Comendador Miró, 2710 - Boa Vista",135146,48,1,1,0,Boa Vista,-25.060981650113472,-50.16365247255718
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 1275 - Jardim Carvalho",1119540,206,7,6,5,Jardim Carvalho,-25.078260419773716,-50.15639725830422
Apartamento em Santo Antonio,"Rua Paula Xavier, 548 - Santo Antonio",156648,49,2,1,0,Santo Antonio,-25.06289447492111,-50.115947141307785
Apartamento em Uvaranas,"Rua Paula Xavier, 1711 - Uvaranas",166126,48,1,1,0,Uvaranas,-25.085340606445364,-50.13712190532969
Apartamento em Estrela,"Rua do Rosario, 1508 - Estrela",71631,49,1,1,0,Estrela,-25.097350535725013,-50.15427659967734
Apartamento em Jardim Sabara,"Rua Paula Xavier, 683 - Jardim Sabara",49164,49,1,1,0,Jardim Sabara,-25.036650640282826,-50.179147143275955
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1218 - Boa Vista",226326,90,3,2,1,Boa Vista,-25.061515811968206,-50.158733635883
Apartamento em Neves,"Av. Carlos Cavalcanti, 318 - Neves",140838,51,2,1,1,Neves,-25.04685328593575,-50.140443118834554
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2780 - Jardim Carvalho",231032,37,1,1,0,Jardim Carvalho,-25.07995542246669,-50.155704282234915
Apartamento em Jardim America,"Rua do Rosario, 1508 - Jardim America",182817,68,2,1,1,Jardim America,-25.10828119919311,-50.131873238037656
Apartamento em Uvaranas,"Rua Balduino Taques, 1093 - Uvaranas",100101,76,2,2,1,Uvaranas,-25.089091630165914,-50.12728295473388
Apartamento em Olarias,"Rua Paula Xavier, 2765 - Olarias",132998,48,2,1,0,Olarias,-25.101133882250885,-50.13734454853262
Apartamento em Boa Vista,"Rua Comendador Miró, 1531 - Boa Vista",321666,107,3,2,2,Boa Vista,-25.063529718948857,-50.16319886102343
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 112 - Nova Russia",153438,58,2,1,1,Nova Russia,-25.07703859045339,-50.1784117060016
Apartamento em Olarias,"Rua do Rosario, 916 - Olarias",89565,42,1,1,0,Olarias,-25.09856924855819,-50.138130777183605
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2881 - Uvaranas",132899,42,1,1,0,Uvaranas,-25.0877606998011,-50.12854594126314
Apartamento em Contorno,"Rua Balduino Taques, 582 - Contorno",120190,47,1,1,0,Contorno,-25.121289882892672,-50.19922854917108
Apartamento em Oficinas,"Rua Paula Xavier, 2027 - Oficinas",290465,73,2,2,1,Oficinas,-25.120206986213972,-50.13780878147212
Apartamento em Nova Russia,"Rua do Rosario, 565 - Nova Russia",153181,46,2,1,0,Nova Russia,-25.085079947104575,-50.177602592398756
Apartamento em Jardim America,"Rua Comendador Miró, 2862 - Jardim America",91364,40,1,1,0,Jardim America,-25.108679897631717,-50.134919287821944
Apartamento em Olarias,"Rua Comendador Miró, 2986 - Olarias",130818,61,2,1,1,Olarias,-25.101354304534198,-50.14063933355796
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 415 - Jardim Carvalho",380399,62,2,1,1,Jardim Carvalho,-25.07553793378397,-50.15147356344819
Apartamento em Santa Paula,"Rua Paula Xavier, 144 - Santa Paula",258850,81,2,2,1,Santa Paula,-25.136920695556643,-50.179789654566775
Apartamento em Chapada,"Av. Carlos Cavalcanti, 977 - Chapada",268921,95,3,2,1,Chapada,-25.044523651474258,-50.16933707167138
Apartamento em Chapada,"Rua Comendador Miró, 1514 - Chapada",69595,37,2,1,0,Chapada,-25.03323330488579,-50.17546378028327
Apartamento em Olarias,"Rua Comendador Miró, 1479 - Olarias",91547,85,2,2,1,Olarias,-25.101475716660637,-50.143604372075075
Apartamento em Oficinas,"Av. Vicente Machado, 510 - Oficinas",270033,65,2,1,1,Oficinas,-25.112650059843585,-50.14662322673883
Apartamento em Santo Antonio,"Av. Vicente Machado, 2638 - Santo Antonio",103511,38,2,1,0,Santo Antonio,-25.060393319714926,-50.116657915884495
Apartamento em Centro,"Rua Paula Xavier, 1007 - Centro",814851,94,4,2,1,Centro,-25.093254034331753,-50.166480379914745
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 291 - Jardim Carvalho",619691,120,3,3,2,Jardim Carvalho,-25.071838092356582,-50.14920653953954
Apartamento em Olarias,"Av. Vicente Machado, 964 - Olarias",167318,58,2,1,1,Olarias,-25.101380644934494,-50.136675566390295
Apartamento em Neves,"Rua do Rosario, 21 - Neves",115792,62,2,1,1,Neves,-25.043905220192574,-50.13949993160155
Apartamento em Boa Vista,"Av. Vicente Machado, 542 - Boa Vista",324455,81,2,2,1,Boa Vista,-25.061359160622953,-50.158767443893254
Apartamento em Olarias,"Av. Vicente Machado, 460 - Olarias",173629,46,1,1,0,Olarias,-25.101140178456053,-50.142501265650544
Apartamento em Centro,"Rua Paula Xavier, 984 - Centro",298825,85,3,2,1,Centro,-25.090787369875905,-50.16467871394753
Apartamento em Neves,"Rua Paula Xavier, 224 - Neves",190843,75,3,2,1,Neves,-25.0480113101103,-50.13922111132804
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 270 - Jardim Carvalho",406115,165,6,3,2,Jardim Carvalho,-25.075919498430405,-50.15185098555914
Apartamento em Santa Paula,"Rua Paula Xavier, 2112 - Santa Paula",113932,48,1,1,0,Santa Paula,-25.133644133531238,-50.17324582871917
Apartamento em Nova Russia,"Av. Vicente Machado, 2529 - Nova Russia",55780,33,1,1,0,Nova Russia,-25.079655886344575,-50.177957214026634
Apartamento em Oficinas,"Rua Comendador Miró, 2145 - Oficinas",293975,68,2,1,1,Oficinas,-25.121344144380053,-50.140828436085435
Apartamento em Contorno,"Rua Balduino Taques, 259 - Contorno",54317,37,1,1,0,Contorno,-25.118273589613906,-50.2046512503523
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2820 - Santa Paula",200823,90,3,2,1,Santa Paula,-25.127810749444325,-50.18040265298923
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 311 - Nova Russia",77939,34,1,1,0,Nova Russia,-25.081091225404336,-50.17730743997472
Apartamento em Uvaranas,"Av. Vicente Machado, 279 - Uvaranas",115170,50,2,1,1,Uvaranas,-25.08629323770435,-50.13009421676017
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2407 - Jardim Carvalho",84010,88,2,2,1,Jardim Carvalho,-25.075123808266394,-50.15285659056736
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2456 - Olarias",155121,67,2,1,1,Olarias,-25.10403439586018,-50.14429133206838
Apartamento em Jardim Sabara,"Rua do Rosario, 2489 - Jardim Sabara",302416,76,2,2,1,Jardim Sabara,-25.04544350406129,-50.17423282317027
Apartamento em Vila Estrela,"Rua Comendador Miró, 478 - Vila Estrela",262010,57,3,1,1,Vila Estrela,-25.118200381972347,-50.153292304956445
Apartamento em Olarias,"Av. Vicente Machado, 1771 - Olarias",250727,55,2,1,1,Olarias,-25.103959992660176,-50.14381398544528
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1398 - Santo Antonio",135601,54,2,1,1,Santo Antonio,-25.0575023904977,-50.123930966503195
Apartamento em Santo Antonio,"Rua Comendador Miró, 399 - Santo Antonio",138240,52,2,1,1,Santo Antonio,-25.05360556631306,-50.11873578071383
Apartamento em Neves,"Rua Comendador Miró, 1054 - Neves",93889,46,1,1,0,Neves,-25.053046937701566,-50.135519349907014
Apartamento em Chapada,"Rua Comendador Miró, 1952 - Chapada",113794,46,1,1,0,Chapada,-25.04274368877132,-50.16925677684125
Apartamento em Uvaranas,"Rua Balduino Taques, 391 - Uvaranas",108064,56,3,1,1,Uvaranas,-25.08134821229621,-50.13226050720295
Apartamento em Vila Estrela,"Rua Paula Xavier, 542 - Vila Estrela",757275,164,4,3,2,Vila Estrela,-25.106395886168762,-50.14322343051225
Apartamento em Olarias,"Rua do Rosario, 2310 - Olarias",28441,75,3,2,1,Olarias,-25.10501226768228,-50.14524090486563
Apartamento em Neves,"Av. Carlos Cavalcanti, 1458 - Neves",104906,30,1,1,0,Neves,-25.04923886832908,-50.140974243258924
Apartamento em Vila Estrela,"Rua Comendador Miró, 220 - Vila Estrela",345419,77,2,2,1,Vila Estrela,-25.105467800013823,-50.14948251860669
Apartamento em Contorno,"Rua Paula Xavier, 434 - Contorno",59081,43,1,1,0,Contorno,-25.126176603812603,-50.19752830841732
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1985 - Jardim Sabara",148261,92,3,2,1,Jardim Sabara,-25.0506543328349,-50.180167884877484
Apartamento em Ronda,"Rua Paula Xavier, 2288 - Ronda",256634,79,2,2,1,Ronda,-25.103612776589483,-50.18475476842206
Apartamento em Chapada,"Rua Paula Xavier, 2361 - Chapada",116938,38,2,1,0,Chapada,-25.034286840398636,-50.17045805582428
Apartamento em Ronda,"Rua do Rosario, 2556 - Ronda",131064,63,2,1,1,Ronda,-25.097309696180385,-50.18469293789606
Apartamento em Olarias,"Rua Comendador Miró, 2850 - Olarias",101993,67,3,1,1,Olarias,-25.099119006712783,-50.135501508254976
Apartamento em Boa Vista,"Rua Paula Xavier, 2888 - Boa Vista",110771,48,2,1,0,Boa Vista,-25.05919029501273,-50.1564976689465
Apartamento em Contorno,"Rua Paula Xavier, 35 - Contorno",190263,62,2,1,1,Contorno,-25.121890580630055,-50.202756183149454
Apartamento em Estrela,"Rua do Rosario, 2702 - Estrela",295069,94,3,2,1,Estrela,-25.10293438616648,-50.1493323744105
Apartamento em Jardim America,"Rua Comendador Miró, 2603 - Jardim America",106284,65,3,1,1,Jardim America,-25.10795373906982,-50.13356088971993
Apartamento em Centro,"Rua do Rosario, 891 - Centro",465282,79,3,2,1,Centro,-25.08776894059218,-50.165696888084945
Apartamento em Jardim America,"Rua Paula Xavier, 654 - Jardim America",102153,37,1,1,0,Jardim America,-25.110596430914153,-50.136113143624684
