titulo,endereco,preco,area,quartos,banheiros,vagas,bairro
Apartamento em Ronda,"Av. Carlos Cavalcanti, 413 - Ronda",126073,64,2,1,1,Ronda
Apartamento em Nova Russia,"Rua Comendador Miró, 1236 - Nova Russia",58571,31,1,1,0,Nova Russia
Apartamento em Centro,"Rua Balduino Taques, 1211 - Centro",232840,91,4,2,1,Centro
Apartamento em Chapada,"Av. Vicente Machado, 1010 - Chapada",111018,41,1,1,0,Chapada
Apartamento em Jardim Sabara,"Rua Comendador Miró, 747 - Jardim Sabara",99358,33,1,1,0,Jardim Sabara
Apartamento em Estrela,"Rua do Rosario, 1576 - Estrela",157960,46,2,1,0,Estrela
Apartamento em Ronda,"Rua do Rosario, 596 - Ronda",108819,55,2,1,1,Ronda
Apartamento em Ronda,"Rua Paula Xavier, 1892 - Ronda",86960,48,1,1,0,Ronda
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1188 - Boa Vista",148726,45,1,1,0,Boa Vista
Apartamento em Olarias,"Av. Carlos Cavalcanti, 1425 - Olarias",120405,38,2,1,0,Olarias
Apartamento em Contorno,"Av. Carlos Cavalcanti, 2837 - Contorno",245602,84,2,2,1,Contorno
Apartamento em Boa Vista,"Rua Paula Xavier, 825 - Boa Vista",21952,42,1,1,0,Boa Vista
Apartamento em Jardim America,"Rua Balduino Taques, 981 - Jardim America",151044,51,2,1,1,Jardim America
Apartamento em Jardim America,"Rua do Rosario, 1221 - Jardim America",125861,45,1,1,0,Jardim America
Apartamento em Contorno,"Rua Comendador Miró, 1631 - Contorno",133602,52,3,1,1,Contorno
Apartamento em Boa Vista,"Rua Comendador Miró, 210 - Boa Vista",199185,58,3,1,1,Boa Vista
Apartamento em Santa Paula,"Rua Paula Xavier, 952 - Santa Paula",132963,48,1,1,0,Santa Paula
Apartamento em Chapada,"Av. Vicente Machado, 2553 - Chapada",99166,47,1,1,0,Chapada
Apartamento em Boa Vista,"Rua Comendador Miró, 2710 - Boa Vista",135146,48,1,1,0,Boa Vista
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 1275 - Jardim Carvalho",1119540,206,7,6,5,Jardim Carvalho
Apartamento em Santo Antonio,"Rua Paula Xavier, 548 - Santo Antonio",156648,49,2,1,0,Santo Antonio
Apartamento em Uvaranas,"Rua Paula Xavier, 1711 - Uvaranas",166126,48,1,1,0,Uvaranas
Apartamento em Estrela,"Rua do Rosario, 1508 - Estrela",71631,49,1,1,0,Estrela
Apartamento em Jardim Sabara,"Rua Paula Xavier, 683 - Jardim Sabara",49164,49,1,1,0,Jardim Sabara
Apartamento em Boa Vista,"Av. Carlos Cavalcanti, 1218 - Boa Vista",226326,90,3,2,1,Boa Vista
Apartamento em Neves,"Av. Carlos Cavalcanti, 318 - Neves",140838,51,2,1,1,Neves
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 2780 - Jardim Carvalho",231032,37,1,1,0,Jardim Carvalho
Apartamento em Jardim America,"Rua do Rosario, 1508 - Jardim America",182817,68,2,1,1,Jardim America
Apartamento em Uvaranas,"Rua Balduino Taques, 1093 - Uvaranas",100101,76,2,2,1,Uvaranas
Apartamento em Olarias,"Rua Paula Xavier, 2765 - Olarias",132998,48,2,1,0,Olarias
Apartamento em Boa Vista,"Rua Comendador Miró, 1531 - Boa Vista",321666,107,3,2,2,Boa Vista
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 112 - Nova Russia",153438,58,2,1,1,Nova Russia
Apartamento em Olarias,"Rua do Rosario, 916 - Olarias",89565,42,1,1,0,Olarias
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2881 - Uvaranas",132899,42,1,1,0,Uvaranas
Apartamento em Contorno,"Rua Balduino Taques, 582 - Contorno",120190,47,1,1,0,Contorno
Apartamento em Oficinas,"Rua Paula Xavier, 2027 - Oficinas",290465,73,2,2,1,Oficinas
Apartamento em Nova Russia,"Rua do Rosario, 565 - Nova Russia",153181,46,2,1,0,Nova Russia
Apartamento em Jardim America,"Rua Comendador Miró, 2862 - Jardim America",91364,40,1,1,0,Jardim America
Apartamento em Olarias,"Rua Comendador Miró, 2986 - Olarias",130818,61,2,1,1,Olarias
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 415 - Jardim Carvalho",380399,62,2,1,1,Jardim Carvalho
Apartamento em Santa Paula,"Rua Paula Xavier, 144 - Santa Paula",258850,81,2,2,1,Santa Paula
Apartamento em Chapada,"Av. Carlos Cavalcanti, 977 - Chapada",268921,95,3,2,1,Chapada
Apartamento em Chapada,"Rua Comendador Miró, 1514 - Chapada",69595,37,2,1,0,Chapada
Apartamento em Olarias,"Rua Comendador Miró, 1479 - Olarias",91547,85,2,2,1,Olarias
Apartamento em Oficinas,"Av. Vicente Machado, 510 - Oficinas",270033,65,2,1,1,Oficinas
Apartamento em Santo Antonio,"Av. Vicente Machado, 2638 - Santo Antonio",103511,38,2,1,0,Santo Antonio
Apartamento em Centro,"Rua Paula Xavier, 1007 - Centro",814851,94,4,2,1,Centro
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 291 - Jardim Carvalho",619691,120,3,3,2,Jardim Carvalho
Apartamento em Olarias,"Av. Vicente Machado, 964 - Olarias",167318,58,2,1,1,Olarias
Apartamento em Neves,"Rua do Rosario, 21 - Neves",115792,62,2,1,1,Neves
Apartamento em Boa Vista,"Av. Vicente Machado, 542 - Boa Vista",324455,81,2,2,1,Boa Vista
Apartamento em Olarias,"Av. Vicente Machado, 460 - Olarias",173629,46,1,1,0,Olarias
Apartamento em Centro,"Rua Paula Xavier, 984 - Centro",298825,85,3,2,1,Centro
Apartamento em Neves,"Rua Paula Xavier, 224 - Neves",190843,75,3,2,1,Neves
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 270 - Jardim Carvalho",406115,165,6,3,2,Jardim Carvalho
Apartamento em Santa Paula,"Rua Paula Xavier, 2112 - Santa Paula",113932,48,1,1,0,Santa Paula
Apartamento em Nova Russia,"Av. Vicente Machado, 2529 - Nova Russia",55780,33,1,1,0,Nova Russia
Apartamento em Oficinas,"Rua Comendador Miró, 2145 - Oficinas",293975,68,2,1,1,Oficinas
Apartamento em Contorno,"Rua Balduino Taques, 259 - Contorno",54317,37,1,1,0,Contorno
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2820 - Santa Paula",200823,90,3,2,1,Santa Paula
Apartamento em Nova Russia,"Av. Carlos Cavalcanti, 311 - Nova Russia",77939,34,1,1,0,Nova Russia
Apartamento em Uvaranas,"Av. Vicente Machado, 279 - Uvaranas",115170,50,2,1,1,Uvaranas
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2407 - Jardim Carvalho",84010,88,2,2,1,Jardim Carvalho
Apartamento em Olarias,"Av. Carlos Cavalcanti, 2456 - Olarias",155121,67,2,1,1,Olarias
Apartamento em Jardim Sabara,"Rua do Rosario, 2489 - Jardim Sabara",302416,76,2,2,1,Jardim Sabara
Apartamento em Vila Estrela,"Rua Comendador Miró, 478 - Vila Estrela",262010,57,3,1,1,Vila Estrela
Apartamento em Olarias,"Av. Vicente Machado, 1771 - Olarias",250727,55,2,1,1,Olarias
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 1398 - Santo Antonio",135601,54,2,1,1,Santo Antonio
Apartamento em Santo Antonio,"Rua Comendador Miró, 399 - Santo Antonio",138240,52,2,1,1,Santo Antonio
Apartamento em Neves,"Rua Comendador Miró, 1054 - Neves",93889,46,1,1,0,Neves
Apartamento em Chapada,"Rua Comendador Miró, 1952 - Chapada",113794,46,1,1,0,Chapada
Apartamento em Uvaranas,"Rua Balduino Taques, 391 - Uvaranas",108064,56,3,1,1,Uvaranas
Apartamento em Vila Estrela,"Rua Paula Xavier, 542 - Vila Estrela",757275,164,4,3,2,Vila Estrela
Apartamento em Olarias,"Rua do Rosario, 2310 - Olarias",28441,75,3,2,1,Olarias
Apartamento em Neves,"Av. Carlos Cavalcanti, 1458 - Neves",104906,30,1,1,0,Neves
Apartamento em Vila Estrela,"Rua Comendador Miró, 220 - Vila Estrela",345419,77,2,2,1,Vila Estrela
Apartamento em Contorno,"Rua Paula Xavier, 434 - Contorno",59081,43,1,1,0,Contorno
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1985 - Jardim Sabara",148261,92,3,2,1,Jardim Sabara
Apartamento em Ronda,"Rua Paula Xavier, 2288 - Ronda",256634,79,2,2,1,Ronda
Apartamento em Chapada,"Rua Paula Xavier, 2361 - Chapada",116938,38,2,1,0,Chapada
Apartamento em Ronda,"Rua do Rosario, 2556 - Ronda",131064,63,2,1,1,Ronda
Apartamento em Olarias,"Rua Comendador Miró, 2850 - Olarias",101993,67,3,1,1,Olarias
Apartamento em Boa Vista,"Rua Paula Xavier, 2888 - Boa Vista",110771,48,2,1,0,Boa Vista
Apartamento em Contorno,"Rua Paula Xavier, 35 - Contorno",190263,62,2,1,1,Contorno
Apartamento em Estrela,"Rua do Rosario, 2702 - Estrela",295069,94,3,2,1,Estrela
Apartamento em Jardim America,"Rua Comendador Miró, 2603 - Jardim America",106284,65,3,1,1,Jardim America
Apartamento em Centro,"Rua do Rosario, 891 - Centro",465282,79,3,2,1,Centro
Apartamento em Jardim America,"Rua Paula Xavier, 654 - Jardim America",102153,37,1,1,0,Jardim America
Apartamento em Chapada,"Rua Paula Xavier, 2334 - Chapada",165200,51,2,1,1,Chapada
Apartamento em Uvaranas,"Av. Vicente Machado, 654 - Uvaranas",154054,74,2,2,1,Uvaranas
Apartamento em Oficinas,"Rua Paula Xavier, 1824 - Oficinas",120213,43,1,1,0,Oficinas
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 1706 - Vila Estrela",303816,114,3,2,2,Vila Estrela
Apartamento em Boa Vista,"Rua do Rosario, 476 - Boa Vista",135760,92,3,2,1,Boa Vista
Apartamento em Chapada,"Rua Paula Xavier, 2787 - Chapada",75101,90,3,2,1,Chapada
Apartamento em Santa Paula,"Rua Paula Xavier, 196 - Santa Paula",141447,53,2,1,1,Santa Paula
Apartamento em Ronda,"Rua do Rosario, 234 - Ronda",125907,61,2,1,1,Ronda
Apartamento em Centro,"Av. Vicente Machado, 572 - Centro",687153,139,3,3,2,Centro
Apartamento em Boa Vista,"Rua Balduino Taques, 41 - Boa Vista",147708,57,2,1,1,Boa Vista
Apartamento em Santa Paula,"Av. Vicente Machado, 539 - Santa Paula",117082,53,2,1,1,Santa Paula
Apartamento em Jardim America,"Av. Vicente Machado, 2059 - Jardim America",87879,32,1,1,0,Jardim America
Apartamento em Olarias,"Rua Paula Xavier, 305 - Olarias",96658,68,2,1,1,Olarias
Apartamento em Jardim America,"Rua Balduino Taques, 1796 - Jardim America",134471,51,2,1,1,Jardim America
Apartamento em Centro,"Rua Balduino Taques, 1292 - Centro",517848,103,3,2,2,Centro
Apartamento em Vila Estrela,"Rua Comendador Miró, 2632 - Vila Estrela",272373,65,2,1,1,Vila Estrela
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 95 - Vila Estrela",317626,60,2,1,1,Vila Estrela
Apartamento em Neves,"Rua do Rosario, 1894 - Neves",90451,32,2,1,0,Neves
Apartamento em Chapada,"Rua Balduino Taques, 1006 - Chapada",206046,62,3,1,1,Chapada
Apartamento em Vila Estrela,"Rua do Rosario, 332 - Vila Estrela",716077,133,3,3,2,Vila Estrela
Apartamento em Jardim America,"Rua Comendador Miró, 1400 - Jardim America",283596,74,2,2,1,Jardim America
Apartamento em Ronda,"Av. Vicente Machado, 322 - Ronda",38010,37,1,1,0,Ronda
Apartamento em Jardim Sabara,"Rua do Rosario, 2098 - Jardim Sabara",110007,55,2,1,1,Jardim Sabara
Apartamento em Orfãs,"Rua Paula Xavier, 1448 - Orfãs",212935,53,2,1,1,Orfãs
Apartamento em Jardim Carvalho,"Av. Vicente Machado, 1058 - Jardim Carvalho",348489,66,2,1,1,Jardim Carvalho
Apartamento em Orfãs,"Av. Vicente Machado, 2694 - Orfãs",124204,43,2,1,0,Orfãs
Apartamento em Uvaranas,"Rua Comendador Miró, 2033 - Uvaranas",63410,36,2,1,0,Uvaranas
Apartamento em Santo Antonio,"Rua do Rosario, 1848 - Santo Antonio",127228,74,2,2,1,Santo Antonio
Apartamento em Neves,"Rua Comendador Miró, 1304 - Neves",208857,120,3,3,2,Neves
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1821 - Jardim Carvalho",551037,96,3,2,1,Jardim Carvalho
Apartamento em Contorno,"Rua do Rosario, 240 - Contorno",121492,67,2,1,1,Contorno
Apartamento em Chapada,"Rua Paula Xavier, 1901 - Chapada",114211,56,2,1,1,Chapada
Apartamento em Santo Antonio,"Rua Paula Xavier, 1185 - Santo Antonio",241047,53,3,1,1,Santo Antonio
Apartamento em Uvaranas,"Rua Balduino Taques, 2529 - Uvaranas",150454,44,1,1,0,Uvaranas
Apartamento em Jardim Sabara,"Rua do Rosario, 2280 - Jardim Sabara",227424,92,3,2,1,Jardim Sabara
Apartamento em Oficinas,"Rua do Rosario, 2679 - Oficinas",327525,114,3,2,2,Oficinas
Apartamento em Orfãs,"Av. Carlos Cavalcanti, 2063 - Orfãs",235634,56,2,1,1,Orfãs
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 433 - Jardim Carvalho",785216,132,3,3,2,Jardim Carvalho
Apartamento em Neves,"Rua Balduino Taques, 2076 - Neves",101913,34,1,1,0,Neves
Apartamento em Estrela,"Rua Comendador Miró, 1803 - Estrela",169144,61,3,1,1,Estrela
Apartamento em Santo Antonio,"Rua do Rosario, 660 - Santo Antonio",158629,65,2,1,1,Santo Antonio
Apartamento em Chapada,"Rua Paula Xavier, 1596 - Chapada",95117,36,1,1,0,Chapada
Apartamento em Vila Estrela,"Rua Comendador Miró, 2458 - Vila Estrela",635013,114,3,2,2,Vila Estrela
Apartamento em Oficinas,"Rua Comendador Miró, 1380 - Oficinas",373500,92,3,2,1,Oficinas
Apartamento em Uvaranas,"Rua do Rosario, 2788 - Uvaranas",196362,62,2,1,1,Uvaranas
Apartamento em Jardim America,"Rua Comendador Miró, 2699 - Jardim America",80647,33,1,1,0,Jardim America
Apartamento em Jardim Carvalho,"Rua do Rosario, 2728 - Jardim Carvalho",547509,97,3,2,1,Jardim Carvalho
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 2697 - Jardim Carvalho",291997,54,2,1,1,Jardim Carvalho
Apartamento em Jardim America,"Rua Comendador Miró, 357 - Jardim America",121001,74,3,2,1,Jardim America
Apartamento em Contorno,"Rua Comendador Miró, 1355 - Contorno",162911,66,2,1,1,Contorno
Apartamento em Jardim Carvalho,"Rua Comendador Miró, 2817 - Jardim Carvalho",458865,91,3,2,1,Jardim Carvalho
Apartamento em Jardim Sabara,"Rua Comendador Miró, 1744 - Jardim Sabara",149528,46,2,1,0,Jardim Sabara
Apartamento em Jardim Sabara,"Rua Paula Xavier, 1275 - Jardim Sabara",121114,47,1,1,0,Jardim Sabara
Apartamento em Estrela,"Rua Paula Xavier, 2001 - Estrela",183930,60,2,1,1,Estrela
Apartamento em Orfãs,"Av. Vicente Machado, 644 - Orfãs",212161,57,2,1,1,Orfãs
Apartamento em Uvaranas,"Rua Balduino Taques, 2089 - Uvaranas",143688,41,1,1,0,Uvaranas
Apartamento em Olarias,"Rua do Rosario, 164 - Olarias",110473,47,1,1,0,Olarias
Apartamento em Neves,"Rua do Rosario, 546 - Neves",208482,57,2,1,1,Neves
Apartamento em Jardim America,"Av. Vicente Machado, 2847 - Jardim America",113066,34,2,1,0,Jardim America
Apartamento em Estrela,"Rua Balduino Taques, 1692 - Estrela",327733,87,2,2,1,Estrela
Apartamento em Chapada,"Av. Vicente Machado, 1829 - Chapada",192437,75,2,2,1,Chapada
Apartamento em Contorno,"Av. Carlos Cavalcanti, 968 - Contorno",173152,83,2,2,1,Contorno
Apartamento em Olarias,"Av. Carlos Cavalcanti, 804 - Olarias",208277,48,1,1,0,Olarias
Apartamento em Chapada,"Rua do Rosario, 1814 - Chapada",180062,84,2,2,1,Chapada
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 2069 - Santo Antonio",173128,46,1,1,0,Santo Antonio
Apartamento em Jardim Sabara,"Av. Vicente Machado, 827 - Jardim Sabara",108192,50,2,1,1,Jardim Sabara
Apartamento em Jardim Carvalho,"Rua Balduino Taques, 2636 - Jardim Carvalho",184966,62,2,1,1,Jardim Carvalho
Apartamento em Santa Paula,"Rua do Rosario, 430 - Santa Paula",72957,43,1,1,0,Santa Paula
Apartamento em Jardim Sabara,"Rua Paula Xavier, 353 - Jardim Sabara",143390,58,2,1,1,Jardim Sabara
Apartamento em Estrela,"Rua do Rosario, 613 - Estrela",247474,49,1,1,0,Estrela
Apartamento em Vila Estrela,"Av. Vicente Machado, 1857 - Vila Estrela",531071,82,3,2,1,Vila Estrela
Apartamento em Chapada,"Av. Carlos Cavalcanti, 228 - Chapada",162388,66,2,1,1,Chapada
Apartamento em Jardim America,"Av. Vicente Machado, 1591 - Jardim America",97711,61,2,1,1,Jardim America
Apartamento em Uvaranas,"Rua Balduino Taques, 1315 - Uvaranas",165889,63,2,1,1,Uvaranas
Apartamento em Nova Russia,"Rua Comendador Miró, 1383 - Nova Russia",311372,114,3,2,2,Nova Russia
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1945 - Jardim Carvalho",291124,72,3,2,1,Jardim Carvalho
Apartamento em Jardim Carvalho,"Av. Carlos Cavalcanti, 1847 - Jardim Carvalho",292700,72,2,2,1,Jardim Carvalho
Apartamento em Centro,"Rua Balduino Taques, 1058 - Centro",582324,144,3,3,2,Centro
Apartamento em Orfãs,"Rua do Rosario, 2988 - Orfãs",275548,56,2,1,1,Orfãs
Apartamento em Jardim Sabara,"Rua Paula Xavier, 983 - Jardim Sabara",113715,62,2,1,1,Jardim Sabara
Apartamento em Contorno,"Av. Vicente Machado, 1729 - Contorno",135842,66,3,1,1,Contorno
Apartamento em Santo Antonio,"Av. Carlos Cavalcanti, 2454 - Santo Antonio",90519,34,2,1,0,Santo Antonio
Apartamento em Olarias,"Rua do Rosario, 2365 - Olarias",347634,93,4,2,1,Olarias
Apartamento em Ronda,"Rua Paula Xavier, 1768 - Ronda",96468,48,1,1,0,Ronda
Apartamento em Centro,"Av. Vicente Machado, 2347 - Centro",553737,102,3,2,2,Centro
Apartamento em Vila Estrela,"Rua Paula Xavier, 287 - Vila Estrela",1203551,201,4,4,5,Vila Estrela
Apartamento em Jardim Sabara,"Rua do Rosario, 2279 - Jardim Sabara",99054,42,1,1,0,Jardim Sabara
Apartamento em Centro,"Av. Carlos Cavalcanti, 188 - Centro",196378,67,2,1,1,Centro
Apartamento em Jardim America,"Rua Paula Xavier, 76 - Jardim America",230035,93,3,2,1,Jardim America
Apartamento em Chapada,"Rua Paula Xavier, 997 - Chapada",120982,58,2,1,1,Chapada
Apartamento em Nova Russia,"Rua Comendador Miró, 1371 - Nova Russia",191488,77,2,2,1,Nova Russia
Apartamento em Jardim Carvalho,"Rua do Rosario, 1396 - Jardim Carvalho",632908,72,3,2,1,Jardim Carvalho
Apartamento em Estrela,"Rua Comendador Miró, 1913 - Estrela",273961,91,3,2,1,Estrela
Apartamento em Santa Paula,"Av. Vicente Machado, 268 - Santa Paula",289323,95,3,2,1,Santa Paula
Apartamento em Santo Antonio,"Av. Vicente Machado, 189 - Santo Antonio",145389,49,2,1,0,Santo Antonio
Apartamento em Orfãs,"Rua Paula Xavier, 1280 - Orfãs",380430,93,3,2,1,Orfãs
Apartamento em Jardim Sabara,"Rua do Rosario, 1949 - Jardim Sabara",198852,63,2,1,1,Jardim Sabara
Apartamento em Boa Vista,"Rua Comendador Miró, 792 - Boa Vista",258207,77,3,2,1,Boa Vista
Apartamento em Contorno,"Rua Balduino Taques, 2695 - Contorno",237977,66,2,1,1,Contorno
Apartamento em Neves,"Rua Paula Xavier, 1799 - Neves",134879,57,2,1,1,Neves
Apartamento em Jardim America,"Av. Carlos Cavalcanti, 1398 - Jardim America",145538,42,1,1,0,Jardim America
Apartamento em Estrela,"Av. Carlos Cavalcanti, 1514 - Estrela",228251,59,2,1,1,Estrela
Apartamento em Jardim Sabara,"Rua Balduino Taques, 2988 - Jardim Sabara",201839,80,2,2,1,Jardim Sabara
Apartamento em Vila Estrela,"Rua do Rosario, 749 - Vila Estrela",481085,91,4,2,1,Vila Estrela
Apartamento em Olarias,"Rua Balduino Taques, 337 - Olarias",96023,68,2,1,1,Olarias
Apartamento em Neves,"Rua Paula Xavier, 1836 - Neves",313704,104,3,2,2,Neves
Apartamento em Vila Estrela,"Av. Carlos Cavalcanti, 1449 - Vila Estrela",444756,98,4,2,1,Vila Estrela
Apartamento em Santo Antonio,"Rua Paula Xavier, 2528 - Santo Antonio",234857,87,3,2,1,Santo Antonio
Apartamento em Vila Estrela,"Rua Balduino Taques, 317 - Vila Estrela",485705,100,3,2,2,Vila Estrela
Apartamento em Jardim America,"Rua Comendador Miró, 2792 - Jardim America",170220,57,2,1,1,Jardim America
Apartamento em Estrela,"Av. Vicente Machado, 2498 - Estrela",213749,70,2,2,1,Estrela
Apartamento em Santo Antonio,"Rua Balduino Taques, 976 - Santo Antonio",134356,40,2,1,0,Santo Antonio
Apartamento em Chapada,"Rua do Rosario, 142 - Chapada",114680,44,1,1,0,Chapada
Apartamento em Jardim Carvalho,"Rua Paula Xavier, 1533 - Jardim Carvalho",326043,48,1,1,0,Jardim Carvalho
Apartamento em Santo Antonio,"Rua do Rosario, 573 - Santo Antonio",125224,61,2,1,1,Santo Antonio
Apartamento em Jardim Sabara,"Rua Paula Xavier, 2670 - Jardim Sabara",198878,53,2,1,1,Jardim Sabara
Apartamento em Boa Vista,"Rua Balduino Taques, 116 - Boa Vista",195304,95,3,2,1,Boa Vista
Apartamento em Estrela,"Av. Carlos Cavalcanti, 2310 - Estrela",69767,34,1,1,0,Estrela
Apartamento em Nova Russia,"Rua Paula Xavier, 2893 - Nova Russia",131192,46,1,1,0,Nova Russia
Apartamento em Santo Antonio,"Rua do Rosario, 1179 - Santo Antonio",112761,67,2,1,1,Santo Antonio
Apartamento em Santa Paula,"Av. Vicente Machado, 313 - Santa Paula",123971,46,1,1,0,Santa Paula
Apartamento em Santo Antonio,"Rua Comendador Miró, 1833 - Santo Antonio",103302,70,3,2,1,Santo Antonio
Apartamento em Uvaranas,"Rua Paula Xavier, 2745 - Uvaranas",157048,52,2,1,1,Uvaranas
Apartamento em Chapada,"Rua do Rosario, 2230 - Chapada",155115,39,1,1,0,Chapada
Apartamento em Contorno,"Av. Vicente Machado, 2925 - Contorno",56301,44,1,1,0,Contorno
Apartamento em Estrela,"Rua do Rosario, 928 - Estrela",245263,71,2,2,1,Estrela
Apartamento em Nova Russia,"Av. Vicente Machado, 979 - Nova Russia",138420,60,2,1,1,Nova Russia
Apartamento em Santa Paula,"Rua do Rosario, 2354 - Santa Paula",125896,84,3,2,1,Santa Paula
Apartamento em Chapada,"Rua do Rosario, 541 - Chapada",185005,76,2,2,1,Chapada
Apartamento em Uvaranas,"Av. Carlos Cavalcanti, 2946 - Uvaranas",171999,62,3,1,1,Uvaranas
Apartamento em Santa Paula,"Av. Carlos Cavalcanti, 2364 - Santa Paula",183260,62,2,1,1,Santa Paula
Apartamento em Uvaranas,"Rua Paula Xavier, 2641 - Uvaranas",244148,81,3,2,1,Uvaranas
Apartamento em Uvaranas,"Rua Comendador Miró, 2129 - Uvaranas",178033,67,2,1,1,Uvaranas
Apartamento em Chapada,"Rua do Rosario, 2630 - Chapada",203969,84,3,2,1,Chapada
Apartamento em Estrela,"Av. Vicente Machado, 1782 - Estrela",321891,114,3,2,2,Estrela
Apartamento em Jardim Sabara,"Rua Balduino Taques, 518 - Jardim Sabara",86375,35,1,1,0,Jardim Sabara
Apartamento em Jardim Sabara,"Av. Vicente Machado, 673 - Jardim Sabara",114509,44,2,1,0,Jardim Sabara
Apartamento em Neves,"Av. Vicente Machado, 1427 - Neves",139590,44,1,1,0,Neves
Apartamento em Jardim Sabara,"Rua Balduino Taques, 1036 - Jardim Sabara",64291,30,1,1,0,Jardim Sabara
Apartamento em Orfãs,"Rua do Rosario, 1134 - Orfãs",97526,32,1,1,0,Orfãs
Apartamento em Jardim Carvalho,"Rua do Rosario, 2195 - Jardim Carvalho",320145,122,3,3,2,Jardim Carvalho
Apartamento em Uvaranas,"Av. Vicente Machado, 2434 - Uvaranas",193975,62,2,1,1,Uvaranas
Apartamento em Jardim Carvalho,"Rua do Rosario, 2961 - Jardim Carvalho",312359,88,3,2,1,Jardim Carvalho
Apartamento em Neves,"Rua do Rosario, 178 - Neves",94890,38,1,1,0,Neves
Apartamento em Centro,"Rua Comendador Miró, 2372 - Centro",921397,127,4,3,2,Centro
Apartamento em Boa Vista,"Rua do Rosario, 1716 - Boa Vista",127777,55,2,1,1,Boa Vista
Apartamento em Centro,"Rua Comendador Miró, 2244 - Centro",207190,39,1,1,0,Centro
